StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,reason_mistake,mistake_type,mistake_type_21_TEXT,mistake_cause,mistake_cause_16_TEXT,stress,workflow,experience,comment,email
2023-01-26 19:12:30,2023-01-26 19:16:38,Survey Preview,100,248,True,2023-01-26 19:16:38,R_oC44nzdZ5Cdyor9,preview,EN,Yes,it was the main reason,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,3fc4R@doOls
2023-01-27 10:12:30,2023-01-27 10:18:10,Survey Preview,100,340,True,2023-01-27 10:18:10,R_Uhn6YhKALLR9AkU,anonymous,EN,Yes,it was the main reason,"Oversight in study design or measurement (e.g. ambiguous wording of items, failure to include survey items, inconsistent scoring, incorrect wording of question/item, leaving out questionnaire items)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,cMvk3@6on3u
2023-01-08 16:12:30,2023-01-08 16:17:13,IP Address,99,283,False,2023-01-08 16:17:13,R_Rzg3jYUqSCezi1U,preview,EN,Yes,it was the main reason,"Version control error (e.g. failure to locate original data, overwriting data, overwriting files, using the wrong version of code, using the wrong version of data)",NA,"Overconfidence (e.g. being too ambitious, being too confident, failure to anticipate the difficulty of interpreting datafiles, overreliance, too high expectations)",NA,5,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,Qu6GC@334y1,itXLp@nWm3S
2023-01-17 07:12:30,2023-01-17 07:16:53,IP Address,97,263,False,2023-01-17 07:16:53,R_9f1m1kDu319dzYO,anonymous,EN,Yes,partially,"Oversight in study design or measurement (e.g. ambiguous wording of items, failure to include survey items, inconsistent scoring, incorrect wording of question/item, leaving out questionnaire items)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,1jh0T@aH3NW
2023-01-21 12:12:30,2023-01-21 12:16:20,Survey Preview,100,230,True,2023-01-21 12:16:20,R_DuD2hLMHOzhKsiy,preview,EN,Yes,partially,"Data selection/merging error (e.g. selecting wrong sample for analysis, analyzing the wrong variable, data integration error, subsetting error, including people who do not belong to the sample)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,6 extreme stress,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,FwRhA@F1KP6
2023-01-26 02:12:30,2023-01-26 02:15:33,Survey Preview,100,183,True,2023-01-26 02:15:33,R_mmayHtldnbDya9B,preview,EN,Yes,partially,"Version control error (e.g. failure to locate original data, overwriting data, overwriting files, using the wrong version of code, using the wrong version of data)",NA,"Other, please specify:",in ipsum fringilla,2,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,q0ynV@vTVp9
2023-01-10 21:12:30,2023-01-10 21:14:49,IP Address,99,139,False,2023-01-10 21:14:49,R_WhZL07MjdK0pd4O,preview,EN,Yes,it was the main reason,"Oversight in study design or measurement (e.g. ambiguous wording of items, failure to include survey items, inconsistent scoring, incorrect wording of question/item, leaving out questionnaire items)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,1,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,0GDuo@FrKeA,WQKR2@F6MeQ
2023-01-17 10:12:30,2023-01-17 10:17:14,Survey Preview,100,284,True,2023-01-17 10:17:14,R_8fJllvS2eWDG1Vd,preview,EN,Yes,partially,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,6 extreme stress,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,4gqr5@0QyUz
2023-01-24 09:12:30,2023-01-24 09:17:02,Survey Preview,99,272,False,2023-01-24 09:17:02,R_RO7y2Pyq5GbO8uv,preview,EN,Yes,partially,"Data or file organization error (e.g. inconsistent file structure, mistake in data structure, storing data in wrong format, misaligned rows in data, coding manual hard to decipher)",NA,"Lack of control (e.g. automatic thinking, inpatience, insufficient concentration, lack of discipline, not enough control) l",NA,4,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,amy0U@O2fML,U7YEi@mRTOt
2023-01-10 03:12:30,2023-01-10 03:18:31,IP Address,100,361,True,2023-01-10 03:18:31,R_G2bBj6mW5JGzMUw,preview,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,YgK5w@f07qR
2023-01-25 06:12:30,2023-01-25 06:17:20,Survey Preview,97,290,False,2023-01-25 06:17:20,R_uinGkXhbbGEcMrg,anonymous,EN,Yes,partially,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,OQfBp@unVFf
2023-01-19 14:12:30,2023-01-19 14:17:53,Survey Preview,100,323,True,2023-01-19 14:17:53,R_u0j1IKh1qXkgQot,preview,EN,No,partially,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,no stress at all 0,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,wy3Nn@XIO1q
2023-01-08 13:12:30,2023-01-08 13:17:03,IP Address,98,273,False,2023-01-08 13:17:03,R_rPilhJaOVOCzzxD,anonymous,EN,Yes,it was the main reason,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,NA,NA,NA,NA,NA,NA,1ebJz@pb8rZ
2023-01-12 03:12:30,2023-01-12 03:16:05,Survey Preview,96,215,False,2023-01-12 03:16:05,R_OxQpsyYl9KuNU5K,preview,EN,Yes,it was the main reason,"Participant allocation error (e.g. assigning participant to wrong group, error in randomization of the conditions, experimental condition incorrectly assigned, mistake in scheduling data collection, subject allocation mistake)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,n1Fkp@WdUa6
2023-01-24 19:12:30,2023-01-24 19:17:19,Survey Preview,100,289,True,2023-01-24 19:17:19,R_qNWeTPWtGmKlm0u,anonymous,EN,Yes,partially,"Data or file organization error (e.g. inconsistent file structure, mistake in data structure, storing data in wrong format, misaligned rows in data, coding manual hard to decipher)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,6 extreme stress,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,qOlwG@penBk
2023-01-12 01:12:30,2023-01-12 01:17:23,Survey Preview,100,293,True,2023-01-12 01:17:23,R_pWDbRaFZSP0i7lu,anonymous,EN,Yes,it was the main reason,"Version control error (e.g. failure to locate original data, overwriting data, overwriting files, using the wrong version of code, using the wrong version of data)",NA,"Lack of control (e.g. automatic thinking, inpatience, insufficient concentration, lack of discipline, not enough control) l",NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,rxtEb@awX1p,jkK3f@2dIOv
2023-01-14 08:12:30,2023-01-14 08:16:05,IP Address,98,215,False,2023-01-14 08:16:05,R_aBh5HoZRjTSJRFJ,preview,EN,Yes,it was the main reason,"Other, please specify:",Potenti,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,no stress at all 0,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,giiEP@ZsauL
2023-01-23 13:12:30,2023-01-23 13:16:58,IP Address,97,268,False,2023-01-23 13:16:58,R_uiFb6zDRrX19WoQ,preview,EN,Yes,it was the main reason,"Other, please specify:",orci Lorem commodo,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,FiDRh@fBjKL
2023-01-17 16:12:30,2023-01-17 16:19:14,Survey Preview,97,404,False,2023-01-17 16:19:14,R_N2YhpRwLOwMAaOs,preview,EN,Yes,it was the main reason,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,4,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,mMHG1@ekd3W
2023-01-17 02:12:30,2023-01-17 02:15:44,IP Address,99,194,False,2023-01-17 02:15:44,R_mX3ZDmWlbr41w7S,anonymous,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,5G0hn@8bMgM
2023-01-22 19:12:30,2023-01-22 19:18:39,IP Address,100,369,True,2023-01-22 19:18:39,R_74e55oPxfCyXPsU,preview,EN,Yes,it was the main reason,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Lack of knowledge/experience (e.g. being unaware of the potentials of the negative outcomes, inexperience, insufficient experience, insufficient skills, lack of experience, lack of routine)",NA,NA,No,NA,NA,nzT48@tisuT
2023-01-26 20:12:30,2023-01-26 20:16:45,Survey Preview,100,255,True,2023-01-26 20:16:45,R_MaPH80UvxMxE9cj,preview,EN,Yes,partially,"Data or file organization error (e.g. inconsistent file structure, mistake in data structure, storing data in wrong format, misaligned rows in data, coding manual hard to decipher)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,4iGKN@K6akW
2023-01-28 12:12:30,2023-01-28 12:18:39,Survey Preview,100,369,True,2023-01-28 12:18:39,R_GvoiKAnmP6Adlrz,preview,EN,Yes,it was the main reason,"Data or file organization error (e.g. inconsistent file structure, mistake in data structure, storing data in wrong format, misaligned rows in data, coding manual hard to decipher)",NA,"Other, please specify:","imperdiet rutrum fames Euismod,",4,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,HRtvW@llpwQ
2023-01-31 02:12:30,2023-01-31 02:16:04,IP Address,100,214,True,2023-01-31 02:16:04,R_M9GK87awuYN0w0M,anonymous,EN,Yes,it was the main reason,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Other, please specify:",Donec Lorem fusce,no stress at all 0,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,bDrva@e4FVV
2023-01-25 05:12:30,2023-01-25 05:16:56,Survey Preview,99,266,False,2023-01-25 05:16:56,R_pZcN1i7keWWC1tl,anonymous,EN,Yes,partially,"Programming error (e.g. analysis code error, error in scipt, mistake in ecperiment code, mistake in programming the data collection code, program coding error)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,3,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,lGgYQ@r6JjX
2023-01-30 12:12:30,2023-01-30 12:17:21,IP Address,99,291,False,2023-01-30 12:17:21,R_AKZt2fnsF1Ylsqy,anonymous,EN,Yes,it was the main reason,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,NA,NA,NA,NA,Bg6Hi@26PaC
2023-01-04 04:12:30,2023-01-04 04:16:52,Survey Preview,100,262,True,2023-01-04 04:16:52,R_hM8kTs16HnE2dVz,anonymous,EN,Yes,it was the main reason,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,3,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,Vp5Ts@RH3s9
2023-01-14 16:12:30,2023-01-14 16:17:44,Survey Preview,99,314,False,2023-01-14 16:17:44,R_GdgK6oqmzbMFti0,anonymous,EN,Yes,it was the main reason,"Data selection/merging error (e.g. selecting wrong sample for analysis, analyzing the wrong variable, data integration error, subsetting error, including people who do not belong to the sample)",NA,NA,NA,NA,NA,NA,NA,JgHQU@EM4My
2023-01-29 00:12:30,2023-01-29 00:16:49,IP Address,97,259,False,2023-01-29 00:16:49,R_kkcFymzu95eN6qI,preview,EN,Yes,it was the main reason,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,"Lack of control (e.g. automatic thinking, inpatience, insufficient concentration, lack of discipline, not enough control) l",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,Bs6Cj@GDa5T
2023-01-09 00:12:30,2023-01-09 00:18:21,Survey Preview,96,351,False,2023-01-09 00:18:21,R_oKDRWx0COhVmxaj,preview,EN,Yes,partially,"Incorrect connection between data points (e.g. error in tracking status of participants, failure to connect participant to data, ID duplication, mistake in connecting participants to responses, unable to track recorded data)",NA,"Physical and/or mental constraints (e.g. confusion, distraction, erroneous reasoning, forgetfulness, mental error, stress)",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,ItDW0@WN0ZR
2023-01-14 11:12:30,2023-01-14 11:17:11,IP Address,100,281,True,2023-01-14 11:17:11,R_iSFqKcFn0IjoLkQ,preview,EN,Yes,it was the main reason,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,NA,NA,NA,NA,c3eK9@DNf9P
2023-01-26 17:12:30,2023-01-26 17:17:46,IP Address,95,316,False,2023-01-26 17:17:46,R_pkRWqS7I9wKYtXp,anonymous,EN,Yes,it was the main reason,"Other, please specify:",Lorem nulla magnis,"Bad skill management (e.g. improper training, inadequate training, insufficient training, insufficient training of coders, lack of training)",NA,6 extreme stress,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,eU2uf@XTZQZ,GL7I8@Sj3Oq
2023-01-26 19:12:30,2023-01-26 19:15:41,Survey Preview,100,191,True,2023-01-26 19:15:41,R_ppeJBsLUDD2CQXi,preview,EN,Yes,it was the main reason,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,OSxmT@zIBlr
2023-01-07 03:12:30,2023-01-07 03:16:16,Survey Preview,100,226,True,2023-01-07 03:16:16,R_yIjfPmLSBJ1EbO2,anonymous,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,JuuoL@fGx7K
2023-01-09 07:12:30,2023-01-09 07:18:13,Survey Preview,100,343,True,2023-01-09 07:18:13,R_wvXRJXKTWqYhuRK,anonymous,EN,Yes,partially,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,2,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,cEvaM@bbsdr
2023-01-24 21:12:30,2023-01-24 21:17:34,Survey Preview,99,304,False,2023-01-24 21:17:34,R_vpqGYa8MtqluMwa,anonymous,EN,Yes,partially,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,2,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,vZkO8@wF1EE
2023-01-23 22:12:30,2023-01-23 22:16:51,IP Address,100,261,True,2023-01-23 22:16:51,R_k4JnR2cl1Svd8CK,anonymous,EN,Yes,it was the main reason,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Bad or lack of planning (e.g. error in planning, insufficient planning, lack of sufficient planning, lack of systematicity, short-sightedness)",NA,1,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,YfU7d@cFELJ
2023-01-05 19:12:30,2023-01-05 19:16:53,IP Address,100,263,True,2023-01-05 19:16:53,R_fuoeLgJEV3FDJgy,anonymous,EN,No,it was the main reason,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,6 extreme stress,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,lESpF@SpKVl
2023-01-22 21:12:30,2023-01-22 21:17:51,Survey Preview,100,321,True,2023-01-22 21:17:51,R_lNW6L0eFGFhL87y,anonymous,EN,Yes,it was the main reason,"Insufficient or incorrect documentation (e.g. lack of documentation, poor documentation, not recorded metadata, ambiguous value coding protocol, data logging mistake)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,6 extreme stress,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,BzxW7@Y2x0Z
2023-01-19 08:12:30,2023-01-19 08:16:45,IP Address,98,255,False,2023-01-19 08:16:45,R_g00vnFYtu4jMwaY,anonymous,EN,Yes,it was the main reason,"Incorrect connection between data points (e.g. error in tracking status of participants, failure to connect participant to data, ID duplication, mistake in connecting participants to responses, unable to track recorded data)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,no stress at all 0,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,kBIRO@ecjJ8
2023-01-17 21:12:30,2023-01-17 21:17:05,IP Address,100,275,True,2023-01-17 21:17:05,R_9eI4gQh36r9Ua0v,anonymous,EN,Yes,partially,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,3x1vM@hZH0Q
2023-01-13 05:12:30,2023-01-13 05:15:10,IP Address,100,160,True,2023-01-13 05:15:10,R_flc3kEz2cmtBQUL,preview,EN,Yes,it was the main reason,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,mS4Vh@28LCu,c0f7t@6ZFax
2023-01-19 18:12:30,2023-01-19 18:18:59,Survey Preview,97,389,False,2023-01-19 18:18:59,R_jjRoCDXt5CzK0Zz,preview,EN,Yes,it was the main reason,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,"Lack of control (e.g. automatic thinking, inpatience, insufficient concentration, lack of discipline, not enough control) l",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,jPUfT@IXjlo
2023-01-08 13:12:30,2023-01-08 13:17:51,IP Address,100,321,True,2023-01-08 13:17:51,R_ZiaHKbETQzMzbmW,preview,EN,Yes,it was the main reason,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,6 extreme stress,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,KtJhB@yAAcj
2023-01-23 22:12:30,2023-01-23 22:17:56,IP Address,100,326,True,2023-01-23 22:17:56,R_OlYHDPAvNdw7Jjb,preview,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,wlAHQ@p9fof
2023-01-31 20:12:30,2023-01-31 20:14:52,Survey Preview,100,142,True,2023-01-31 20:14:52,R_Wt8fAhaFdYTATDL,preview,EN,Yes,it was the main reason,"Data or file organization error (e.g. inconsistent file structure, mistake in data structure, storing data in wrong format, misaligned rows in data, coding manual hard to decipher)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,4,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,NsZTd@j9PSY
2023-01-13 11:12:30,2023-01-13 11:16:59,IP Address,100,269,True,2023-01-13 11:16:59,R_7rKod2S5AdA957e,preview,EN,Yes,partially,"Data selection/merging error (e.g. selecting wrong sample for analysis, analyzing the wrong variable, data integration error, subsetting error, including people who do not belong to the sample)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,2,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,PzkB6@k7zmP
2023-01-24 07:12:30,2023-01-24 07:16:33,IP Address,100,243,True,2023-01-24 07:16:33,R_abT4Y2CTCKX7VqU,preview,EN,Yes,it was the main reason,"Data selection/merging error (e.g. selecting wrong sample for analysis, analyzing the wrong variable, data integration error, subsetting error, including people who do not belong to the sample)",NA,"Overconfidence (e.g. being too ambitious, being too confident, failure to anticipate the difficulty of interpreting datafiles, overreliance, too high expectations)",NA,1,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,KzMgh@U5gvo,HxF7X@fN9y4
2023-01-12 04:12:30,2023-01-12 04:15:28,IP Address,100,178,True,2023-01-12 04:15:28,R_TCUcjWftNJ7psA2,anonymous,EN,Yes,partially,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,1,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,KkDtD@c8bRr,bCY9p@KTBWU
2023-01-05 03:12:30,2023-01-05 03:17:49,Survey Preview,96,319,False,2023-01-05 03:17:49,R_bu9IpyfPNIRWduh,preview,EN,Yes,partially,"Incorrect software or hardware settings (e.g. allowing missing data in survey, failure to calibrate data collector equipment, wrong settings in experimental program, wrong software settings)",NA,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,1,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,8k0B7@XX19Y
2023-01-04 13:12:30,2023-01-04 13:18:23,Survey Preview,96,353,False,2023-01-04 13:18:23,R_2tNLcGYzXBNc7rz,preview,EN,No,partially,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,NA,NA,NA,NA,kfl8a@hQz5Y
2023-01-11 07:12:30,2023-01-11 07:16:23,IP Address,100,233,True,2023-01-11 07:16:23,R_04tpn8J1KYYyzjp,anonymous,EN,Yes,partially,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,4,No,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,0Rrvm@bTY51,NOKzk@mufgw
2023-01-18 12:12:30,2023-01-18 12:16:45,Survey Preview,100,255,True,2023-01-18 12:16:45,R_3EFHEI7iqzzR4dn,anonymous,EN,Yes,partially,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,5,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,8wx5q@kaI0K
2023-01-27 01:12:30,2023-01-27 01:18:55,IP Address,100,385,True,2023-01-27 01:18:55,R_b8yr5aLOklBzAvz,anonymous,EN,Yes,it was the main reason,"Incorrect connection between data points (e.g. error in tracking status of participants, failure to connect participant to data, ID duplication, mistake in connecting participants to responses, unable to track recorded data)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,2,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,ADT0m@n7Czu
2023-01-14 23:12:30,2023-01-14 23:15:09,Survey Preview,95,159,False,2023-01-14 23:15:09,R_QamC8efJp6fhHxT,preview,EN,No,partially,"Data selection/merging error (e.g. selecting wrong sample for analysis, analyzing the wrong variable, data integration error, subsetting error, including people who do not belong to the sample)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,3,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,0iP1O@BFuNI
2023-01-30 00:12:30,2023-01-30 00:17:50,Survey Preview,98,320,False,2023-01-30 00:17:50,R_yH8f0NwPiG9rAd7,preview,EN,Yes,it was the main reason,"Participant allocation error (e.g. assigning participant to wrong group, error in randomization of the conditions, experimental condition incorrectly assigned, mistake in scheduling data collection, subject allocation mistake)",NA,"Other, please specify:",integer sit integer,1,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,UbF64@t850P,l0Bz1@iXOUz
2023-01-24 01:12:30,2023-01-24 01:16:39,IP Address,100,249,True,2023-01-24 01:16:39,R_AbbdIaXPyP9aad4,anonymous,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,UykgU@3mL1c
2023-01-11 00:12:30,2023-01-11 00:16:52,Survey Preview,99,262,False,2023-01-11 00:16:52,R_7jw4426i4Ey1h5U,preview,EN,Yes,partially,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,6 extreme stress,Yes,facilisis blandit amet Fames Id ac? eu justo euismod sodales pretium vitae. blandit risus,NA,8BdAM@Dp09w
